x
California
"Salem, Oregon"
Doetinchem
NSA
new york // uconn
"Hawaii, California USA"
"Newport News, VA"
THE OTHR LA
"North Providence, RI"
"Atascocita, TX"
The Peoples Republic of N.J.
"Atlantic City, by way of NYC"
"Richmond, VA"
Oregon
"Washington, DC"
"Los Angeles, CA"
Markham
"Le√≥n, Guanajuato"
"Washington, USA"
"Woodland Hills, Los Angeles"
"Funville, ‚ù§Ô∏èÌ†ºÌ∑∫Ì†ºÌ∑∏USAÌ†ºÌºã"
"Indiana, USA"
Brooklyn
New York
"Phoenix, AZ"
"Los Angeles, California"
"Brisbane, Queensland"
PH
"Menlo Park, CA"
Bolivia
"Pomona, CA"
Ca
"Orange County, CA"
USA
"San Diego, CA"
Vermont 
"Houston, TX"
makin BOSS moves 
"Seattle, WA"
"West Coast, USA"
Antwerp
Denmark
United States
"Washington, D.C."
"Bartlesville, OK"
Singapore
"Sacramento, CA"
SF/LA (literally both) 
Technically not Portland
murray
"Pittsburgh, PA"
Aracaju/Sergipe
Iowa
"Los Angeles, CA"
"Mississippi, USA"
"Jammu, Jammu And Kashmir"
I'm from where I was created: Mom's womb
USA
"di masa depanmu,, mas .."
Galveston Island Texas
ma
Walknroundw/mybarbielikeimken 
he/him Ì†ºÌºø 
"Birmingham, AL"
Virginia
legal 
"Los Angeles, CA"
Dallas+Houston
"San Francisco, CA"
"Dallas, TX"
Banten - DKI Jakarta (PP)
Coventry
Far from my comfort zone
My porch swing
"Menlo Park, CA"
"Cypress, Texas"
"San Francisco, CA"
"Nacogdoches, TX"
   
"South Carolina, USA"
Niter√≥i
"Tuscaloosa, AL"
"Atlanta, GA to Houston, TX"
Taco night
Gotham City
Nottingham
Fairy Tail guild hall
New York
East Nashville: The Easy Side
"Salem, OR"
Planet Earth
California
Somewhere over the rainbow
With Aston Kutcher
New York City
"Dallas, TX"
"Texas, USA"
"Yorkshire and The Humber, Engl"
"Phoenix, AZ"
LA
Berlin
Sulaimanyah
"Beech Grove, IN"
‚ÄúÔº≠ Ôº´ Ôº£ Ôº™ Ôº≠ Ôºß Ôº¨‚Äù
Jeddah
Visit
"California, USA"
"Chicago, IL"
Arkansas
"Perry, GA"
"Lawrence, KS"
"Goodland, KS"
United States
"Alabama, USA"
"Los Angeles, CA"
jamescreek Pa
"Houston, TX"
Franklin college 
"Houston, Texas"
"Weslaco, TX"
"San Luis de la Paz, Guanajuato"
"Atlanta, GA"
Picklemans
"Houston, TX"
"Petaling, Selangor"
"Goodland, Kansas"
"Iowa City, IA"
Quad Cities
"Calgary, Alberta"
Colorado
"Pennsylvania, USA"
K
miami
MY
SEMelb Vict Aust
Cool Dry Place
"Arlington, TN"
"Yes, I am."
"New York, NY"
'Merica
Bulgaria
A Pale Blue Dot
"Randallstown, MD"
"Houston, TX"
bad vibes forever
"Michigan, USA"
cali/seattle
"ƒ∞stanbul, T√ºrkiye"
Thailand
"Houston, TX"
Kedah 
"Small Town, USA"
"Atlanta, GA"
"Logan, UT"
 Uh-tuh 
Winterfell
Pluton province
"Alabama, USA"
"Long Island, New York"
"Los Angeles, CA"
United States
"usa, tennessee"
Singapore
"Yonce capital, Texas"
"Mantua, UT"
"Missouri, USA"
Texas is Home ‚ù§Ô∏è
"New York, NY"
Latina
Puerto Rico /Mars / Adjuntas  
Gorakhpur
"Minnesota, USA"
"Prison, Planet Bullshit"
"San Francisco, CA"
"Dallas, TX"
"Fort Worth, TX"
Alaska
"Rio de Janeiro, Brasil"
J+DÌ†ΩÌ≤ç
"Ridgeway, Ohio "
Texas
New York City
GA
"Brooks, Alberta"
"San Antonio, TX"
My house Ì†ºÌºù
"Montana, USA"
at the crossroads
follow for more old rockstars
(‚à©*-*)‚äÉ‚îÅ‚òÜÔæü.*ÔΩ•ÔΩ°
"Deerfield Beach, Florida"
twitterverse
America the Beautiful
"Houston, TX"
"Indianapolis, IN"
rossville
California
I'm around
"Rio de Janeiro, Brasil"
nao interessa
New York
Alabama
"Memphis, TN"
"Lincoln, Nebraska, USA"
Dream Land
"Indianapolis, IN"
Quesnel BC
Î≥ÄÎ∞±ÌòÑ - ÂæêÊòéÊµ© - ÍπÄÍ∏∞Î≤î
"Milford, CT"
Northeast Tennessee
Texas
SF Bay Area
"everywhere, like such as"
"San Diego, CA"
Virginia
"Rio de Janeiro, Brazil"
"Boiling Springs, NC"
"Spartanburg, SC"
itacity
Nairobi
USA
"Arcadia, CA"
in mi skin
Xer√©m
"Los Angeles, CA"
NC
"Chandler, AZ"
upper west side. 
Cirebon
Guatemala
"Destin, FL"
United States of America
"Montgomery, Texas"
"Bartlett, TN"
Norway
LAHORE
Complete FŒºckwittery
DF-LA-SEA-NY-SLC-Madrid-LA!
"Jones Creek, TX"
"Katy, TX"
United States
Brasil
"Bartlett, TN"
Shadow realm
Somewhere over the rainbow
"Houston, Texas, USA"
Nebraska
"Houston, TX"
Memphis -- New Haven
na sua 
"Las Vegas, NV"
Atlanta
Brigadoon
RJ
"indianapolis, In"
"Irvine, CA"
"Houston, Texas "
"New York, NY"
"Hagerstown, MD"
Edmonton Alberta
S√£o Gon√ßalo 
"North Augusta, SC"
CA
"Fond Du Lac, WI"
Life Ì†ºÌºª
on my beyonc√© shit
"Brownsville, Texas"
The Place beyond the Pines
Texas 
"Rosario, Argentina"
Unknown 
"Minnesota, USA"
Central California
"Tennessee, USA"
"Colorado, USA"
"Memphis, TN"
Honeymoon ave
| IG: scarysari_ |
"Surprise, AZ"
"South Carolina, USA"
 Pool Great Britain
"Bartlett, TN"
The Moon
hewl√™r
Maryland
Centurion 
Heck
Earth
"Oklahoma City, OK"
Probably eating. 
Fort Lame
"Binghamton, NY"
"Atlanta, GA"
Newfoundland
Texas
US
"Washington, DC"
NJ
"Portland, OR"
"Northport, Al"
Washington DC
"Seoul, South Korea"
Houston
Dunedin New Zealand
ALONE
"Fall River, MA USA"
Brazil
OUT HERE ON THE PERIMETER...
"Mars, bitches"
"Norfolk, VA"
Nairobi Kenya
"Copan, Honduras"
Houston
"Nashville, TN"
"Silicon Valley, CA"
"Chicago, IL"
McPherson Kansas
Illinois State University
"sabah , malaysia"
"Indiana, USA"
"Indiana, USA"
"Houston, TX"
NJ
"Oklahoma, USA"
Texas
"Wichita, KS"
bangtanct
Í≥ÑÏ†à_Ïó¨Î¶Ñ
Arizona Bay
"Detroit, MI"
Jesus
Rosenberg Texas
w da Joe's n nem
Edward. Jinhwan. Daniel‚òÜ
Backwards Down The Faulty Plan
"Las Vegas, NV"
Trey Traylor
"Washington, DC"
Ï¢ÖÌòÑÏùò Îßò
United States
"Kirkwood, MO"
Apt D 
Betawi
Êó•Êú¨
India
they/them
Singapore
Antigua
rosario uru
"Utah, USA"
Rj ZO
"Washington, DC"
Texas
somewhere
LaSalle Zoo/Real-City  ‚ñà‚ô•‚ñà
"Cincinnati, OH"
Northern Kalifooya
nana kay
"Chicago, IL"
Texas
TTX
"Santa Cruz, CA"
"Los Angeles, CA"
Êó•Êú¨ Â§ßÈò™
USA & Switzerland
Cleveland
"Houston, Texas"
"Gardena, CA"
Maryland
Arcane
"California, USA"
south tex(as$)
United States
"Powai, Mumbai"
"Houston, TX"
"Lincoln, NE"
IN A GALAXY FAR FAR AWAY
"Tampa Knees, Singapore"
"Esp√≠rito Santo, Brasil"
VT-MI-MN-NL-Twin Cities
Caliboyzzz
underwater in the next century (Sad!)
Terra do Nunca
Los Angeles
"RVA‚úàÔ∏èBeach City, DV"
United States
"Rio de Janeiro, Brasil"
"Nova Igua√ßu, Brasil"
Bunker
New York City
"San Diego, CA"
nowhere land
Ì†ºÌø¥
"Terrebonne, Qu√©bec"
"West Columbia, SC"
"Bangu, Rio de Janeiro"
"Athens, TN"
vilinhaaaaa city 
Neverland
Fort Collins
"Atlanta, GA"
Nigeria
"Nunya, Bidness"
"Alabama, USA"
"California, USA"
Brazil
"Rio Grand Valley, NM"
missing washington state
"tc, tx"
"Austin, TX"
San Francisco Bay Area
Las Vegas
Baltimore MD USA
warlingham
"Brenham, Texas"
"Idaho Falls, ID"
"Jackson, MS"
screwston Ì†ΩÌ≤∞
"Houston, TX"
"San Antonio, TX"
"Houston, TX"
"Los Angeles, CA"
Tangerang
queens
"California, USA"
United States
 USA
Existance
"Rio de Janeiro, Brasil"
One direction and zayn malik are my only home 
"Mississippi, USA"
chicago / cheese land 
 Los Angeles 
"Massillon, OH"
Oklahoma City
"Claremore, OK"
Saline MI
Texas
"Houston, TX"
"Chicago, IL"
"Katy, TX"
"Coatesville, PA"
"Chicago, IL"
"U.S. West Coast, Planet Earth"
Liset
Daddys place
"Jakarta Pusat, DKI Jakarta"
"Jakarta Pusat, DKI Jakarta"
Brazil
"Edinburg, TX"
United States
"Little Rock, AR"
The Bathroom
Zuckertopia
New Jersey
"Dallas, TX"
where i'm meant to be.
"Colorado, USA"
"Fayetteville, AR"
"Oklahoma City, OK"
"Montgomery, TX"
"California, USA"
"San Antonio, TX"
"Dallas, TX"
Michigan
‚ôíasc ‚ôì.. 
"Cybertron, Ohio"
"California, USA"
"ƒ∞stanbul, T√ºrkiye"
nyc
"Omaha, NE"
"Chicago, IL"
UC Davis
WA
United States
Country Living AZ 
"Rio de Janeiro, Brasil"
loyal licker
A College Campus in TX
"Engenho novo, Rio de Janeiro"
eating pancakes
"Chicago, IL"
"California, USA"
"Florida, USA"
Wien
"Evansville, IN"
"Springfield, MO"
getting a Twinkle Kote.
"New York, USA"
Texas 
nas a pilipi
DMV 
"Pearland, TX"
Santa Cruz 
"New Orleans, LA"
Cali King
"Los Angeles, CA"
Via Lactea
Newport Or.
"Cape Coast, Ghana"
"Portland, Oregon"
Amid Finger Lakes wine
"Tomball, TX"
"Caju, Rio de Janeiro"
"Houston, TX"
"Sugar Land, TX"
"Connecticut, USA"
"Pearland, TX
"
Niter√≥i
bv city ‚úåÌ†ºÌøº
"California, USA"
"Kuching, Sarawak"
j¬≤ n r¬≤ c¬≤ a d¬≤ v
M I R I
"Kentucky, USA"
Utah
"Los Angeles, CA"
neither Akron nor Canton
Niteroi
"Seattle, WA"
Los Angeles
"Cear√°, Brazil"
South Carolina 
roblox
"Sao Paulo , Brasil"
‚îîA MALE
"Carola, Rich Port"
JPN | Plz don't repost my art
"j, a¬≤, k ‚òæ fl"
"Detroit, MI"
NC
pittsburgh
ferris wheel
"South River, NJ"
Barcelona-Anzoategui-Venezuela
"Berks County, PA"
pronouns : she/her 
"Grand Prairie, TX"
"St Louis, MO"
"Bras√≠lia, Brazil"
"Fontana, CA"
G√°vea
jins heart
shefani way
Probably napping 
"Guaratiba, Rio de Janeiro"
"Ada, OK"
"Vit√≥ria, ES"
"San Francisco, CA"
"unfairfax, virginia"
S Wales
"Arcata, CA"
"Poconos, PA"
"Myrtle Beach, SC"
"Boston, MA! *Boston Strong*"
JerZ
Mis opiniones son s√≥lo m√≠as
"Rio de Janeiro, Brazil"
teikerisi
Jakarta utara
"SLuFville, CA,"
Valencia 
prisonplanet earth 
"Castlegar, British Columbia"
"Dickinson, TX"
"Kaneohe, HI"
this cisnormative & fascist earth
Texas
"Houghton, MI"
"South Carolina, USA"
United States
"Oklahoma, USA"
winchester
"Atlanta, GA"
‚ôêÔ∏è
Michigan
FlaTT
"Iowa, USA"
ÌÉúÏó∞ X ÏÜåÎÖÄÏãúÎåÄ
Somewhere in NYC. 
"Montr√©al, Qu√©bec"
A moon Shaped Pool
California
"St Clairsville, OH"
MedinaOH
"Montr√©al, Qu√©bec"
The Zanga
"Houston, TX"
"Nebraska, USA"
The Gem City.
"San Francisco, Bay Area"
"Fruitland Park, Fl"
"Dallas, TX"
Wolves Den
New York City
"Long Island, NY"
"S√£o Paulo, Brasil"
SC
"Campinas, Brasil"
"Vit√≥ria, Esp√≠rito Santo"
"Elizabethtown, East Jersey"
ursa major 
everywhere
"Norwood Park, Chicago"
Somewhere by the water
SoCal
"Michigan, USA"
United States
VII -Chile
Northern California
huntsnasty / dallas flexus
Spirit of Adventure
Washington DC
"Humble, TX"
Minneapolis (mostly)
"Oak Hill, VA/Miami, Florida"
"Texas, USA"
"Lumberton, TX"
‡§Ö‡§Ç‡§¨‡§æ‡§≤‡§æ‡§™‡•ç‡§™‡•Å‡§ù‡§æ-‡§Ö‡§≤‡§æ‡§™‡•ç‡§™‡•Å‡§ù‡§æ-‡§ï‡•ã‡§Æ‡§≤‡§™‡•Å‡§∞
"Texas, USA"
"Taquara, Rio de Janeiro"
Rio de Janeiro
"Old Bridge, NJ"
The Outside
"Campinas - S√£o Paulo , Brasil"
"Minneapolis, MN"
"Atlanta, GA"
"California, USA"
New York
life 
"Hawaii, USA"
wvu
Mayaguez Puerto Rico
"Emporium, PA"
"Houghton, MI"
"Madison, WI"
Florida
"Lafayette, IN"
"New York, NY"
pnw
Udaipur
"New Jersey, USA"
"The Woodlands, TX"
"Des Moines, Iowa"
Surf City USA  HB/CA
"Taquara, Rio de Janeiro"
"Houghton, MI"
The Cuntagon
"Silver Reach City, Sundrius"
"League City, Texas"
South Central Los Angeles 
"Memphis, TN"
"Cheyenne, WY"
America's Armpit
Manaus 
"Louisiana, USA"
Everywhere
"Sacramento, CA"
Virginia
"Brooklyn, NY"
"Austin, TX"
Fucksville
in the state of depression
Texas
"Elyria, O-H-I-O"
"Auckland, New Zealand - Huntly, Kyiv, Belgrade, Tallinn, Bangkok"
"bloomington, in"
Rio de Janeiro
Ibague
Emerald Dream
Ïù∏ÎèÑÎÑ§ÏãúÏïÑ
Baruclsd
"Vit√≥ria, ES"
"Amherst, MA"
"Alabama, USA"
THE TOWN
"Brooklyn, NY"
"Chapel Hill, NC"
Peru
ohio
"Columbus, GA"
"Rio de Janeiro, Brazil"
"Los Angeles, CA"
Cali.Luna
The Goo Lagoon 
Sunny California
"the rock, b'ys"
Bras√≠lia-DF/SP
"Macon, GA"
McKinney Texas
cantstopwontstop
"Laranjeiras, Rio de Janeiro"
St. Louis
"Houston, Texas"
"Hayward, CA"
Benoni to Bangkok
"Philadelphia, PA"
"Memphis, TN"
"Plano, TX"
Elsewhere
"Rio de Janeiro, Brazil"
UNITED STATES
"Florida, USA"
"Hartford, CT"
"Chicago, IL"
"Froid, USA"
Probably IRC somewhere
"Raleigh, NC"
"Nashville, TN"
Cerebreality
"Webster, NY"
"San Antonio, TX"
"Lincoln, NE"
indy
"Salem, OR"
"Harrisburg, WV"
Itagua√≠ - RJ
"Jammu,J&K (India)"
"Cosmorama, Mesquita"
"San Diego, CA"
Grand Prairie TX
"Minnesota, USA"
Wonderland
BC/CC TX
s√£o pedro da aldeia
"Omaha, NE"
"Rio de Janeiro, Brasil"
HTX
North FL -NO LISTS!
Honeymoon √£ve.
"Rio de Janeiro, Brazil"
Manhattan Shelter 
Texas
he ‚ó¶ him
"New York, NY"
"Danville, VA"
Floresta Buenos aires
VA-CHI-NY-NJ
NYC
"Austin, Tx"
texas
"Houston, TX"
USA
KS
"Rochester, NY"
"Curitiba, Paran√°"
"Maric√°, Brasil"
"Rio de Janeiro, Brasil"
"Walnut Creek, CA, USA"
shefani
Atlanta
"Georgia, USA"
OK
"Washington, DC"
Pilibhit
"Minneapolis, MN Commy Town"
"New Hampshire, USA"
"Houston, TX"
"Los Angeles, CA"
United Skates
O K L A H O M A
"Greenwood, IN"
"Houston, Tx"
"College Park, GA"
hogwarts
"Billings, MT"
Phoenix AZ 
"San Diego, CA"
"Don't believe what I tweet, research what I tweet."
"Fly Over Country, USA"
"Spring, TX"
"Santa Cruz, CA"
"Houston, TX"
United States
Montana
on the streets
"Connecticut, USA"
Sg
Houston Texas
"Concord, CA"
"Dallas, TX"
"Rio de Janeiro, Brasil"
Chicago
"Lake Balboa, Los Angeles"
"Michigan, USA"
"work, outdoors or bed postcall"
ohio
"Rio de Janeiro, Brazil"
"New York, NY"
"Des Moines, IA"
Newport Kentucky
"Boulder, CO"
"Nashville, TN"
"Richmond, VA"
"Arizona, USA"
USA
"Kuching, Sarawak"
"Texas City, TX"
"Pueblo,CO."
"Statesboro, GA"
Night Court
Baylor University
texas
Body: Houston // Heart: Hawaii
houston texas. 
"Massachusetts, USA"
"Atlanta, GA"
"Cypress, tx"
"The Woodlands, TX"
"Houston, TX"
California's Central Coast
"Rio de Janeiro, Brasil"
Ecuador
ohio
"Magnolia, TX"
"Houston, TX"
"Houston, TX"
"Beira-Rio, Porto Alegre"
In transit to higher self 
"Melbourne, Victoria"
"Earth (little blue planet, third from the Sun)"
"Winston-Salem, NC"
"Queens, NY"
A peaceful area of the USA
Southern California
New Orleans
Oxford
"Kentucky, USA"
"Union City, IN"
"Santa Monica, CA"
she/they
US
"Rio de Janeiro, Brasil"
Somewhere in a Closet w/ Dean
"Rexwood, GA"
"Washington, DC"
Campinas - SP
"Dallas, TX"
Asia
"Porto Alegre, Brazil"
"Brevard, NC"
Madison
Virginia USA
"Helena, MT"
md
"League City, TX"
Paranaque City
"Virginia Beach, VA"
Earth. 
"Independence, KY"
"Rio de Janeiro, Brazil"
"√âden, S√£o Jo√£o de Meriti"
Brazil
"Puerto Rico, USA"
"San Antonio, TX"
Brazil
New Zealand
USA
Mt Morgan
Bountiful Utah
hizashi's loving embrace
city of angels 
India
"Charlotte, NC"
United States
"Campinas, S√£o Paulo"
A Parisian cafe 
Republic of the Philippines
USA
"Angra dos Reis, Brasil"
"Maric√° , Rj"
"San Diego, Ca."
"Victoria,Tx"
Chicago proper
Texas
Minneapolis/St. Paul
Raleigh-Durham
United States
"Dallas, Texas "
National
"Mooresville, North Carolina"
"Seattle, WA"
"St. Louis, Missouri"
somewhere being cute and bi 
With Twin Nem
Paris
Taekook-yoonmin-yeontan mybaby
Lost
Bang'em
"Massachusetts, USA"
"Jersey City, NJ"
S√£o Paulo
monstakon
"Alexandria, VA"
"Los Angeles, CA"
"Alexandria, La"
NYC
"Florian√≥polis, Brazil"
Niter√≥i ‚úåÌ†ºÌøΩ
"Kimberly, WI"
"Boston, MA"
"Florida, USA"
Pacific NW
Georgia
Indiana
Rio de Janeiro
"Te amo, v√¥!Ì†ΩÌ±º"
"Rancho Cordova, CA"
"Duque de Caxias, Brasil"
"Brooklyn, NY"
Nude York
"New Jersey, USA"
"Newton, MA"
"Greenfield, IN"
MTL
The Sand Village 
"Houston, TX "
New Zealand
california
"San Fernando, CA"
Espa√±a Barna
ES
"Belo Horizonte, Brazil"
"Nevada, USA"
"East Chicago, IN"
"S√£o Gon√ßalo, Brasil"
My House
Onde o Flu jogar
"Calgary, Alberta"
Clinton
USA-Ohio
Sunshine State
"Tucson, AZ"
"Indiana, USA"
BLM
rip jonghyun
"Wilmington, NC"
Ciudad Aut√≥noma de Buenos Aire
Colorado
"Minneapolis, MN"
"Philadelphia, PA"
Campos RJ
"Portland, OR"
The south
"Spring Hill, TN"
"Boston, MA"
"Cleveland, OH"
BlueStripsÌ†ΩÌ≤∞Ì†ΩÌ≤ô
"San Francisco, CA"
Ohio
Lages - SC
biji kacang sampe leave ‚ù§
"Philadelphia, PA"
"Grey Warden HQ, Ferelden."
Rio de Janeiro !!!
"Detroit, MI"
"Rio de Janeiro, Brasil"
"Bahia, Brazil"
"Greenville, SC"
"St. Louis, MO"
"Rio de Janeiro, Brazil"
"Texas, USA Ì†ºÌ∑®Ì†ºÌ∑±"
"Bandung, Jawa Barat"
"Washington, DC"
New Jersey
"Earth, Solar System, Orion Spiral Arm, Milky Way Galaxy, Local Group, Virgo Supercluster, Laniakea, Universe."
"Philadelphia, PA"
"Rio de Janeiro, Brasil"
NE 
"Copacabana, Rio de Janeiro"
United States
iowa
Arizona
"Wichita, KS"
Texas
"Jacarepagu√°, Rio de Janeiro"
"Paso Robles, CA"
"Noblesville, IN"
Arkansas
Ok
Dan√ßando nas festinhas 
"Buenos Aires, Argentina"
"Maracan√£, Rio de Janeiro"
"Brasil,S√£o Paulo"
"Wellington, New Zealand"
Colorado
"Nova Friburgo, RJ, Brasil."
"Chicago, IL"
Avi is me
The Washington DC countryside
Panama
"LA, CA, US"
City to City ‚úàÔ∏è
"Shoreline, WA"
siuc 
"Oklahoma, USA"
"Nacogdoches, TX"
Penrith
"Las Vegas, NV"
Columbia MO
Angracity
California
"Joinville, Brasil"
Yonkers N. Y.
Everywhere..
Sydney & Mullumbimby
USA
cumbria
"Georgia, USA"
"Upper Fongoolia, NJ"
"San Francisco, CA"
Jozi 
Grand Rapids
"California, USA"
cryin in pa 
"Holly Springs, NC"
The House
LeftRight.
United States
"Columbia, South Carolina"
"Springfield, Mo."
"New York, NY"
"Marquette, MI"
"Green Bay, Wisconsin"
Miguel Pereira - RJ
Top Schneider Fitness Online
Icara√≠ 
Under the Cherry Moon
"Cleveland, OH"
Jaboat√£o dos Guararapes - PE
"Wisconsin, USA"
da praia 
"Jakarta Pusat, DKI Jakarta"
"Small Town, Texas,  USA"
East Coast Flow
"Brooklyn, NY"
"Paci√™ncia, Rio de Janeiro"
Everywhere!
"S√£o Lu√≠s, Brazil"
"Peabody, MA"
My skin
Wakanda but mostly Miami
"Nova Igua√ßu, Brasil"
Rio de Janeiro - RJ
"Rio de Janeiro, Brazil"
"Houston, TX"
"Japeri, Brasil"
ÌïëÌÅ¨Íµ¨Î¶Ñ ‚òÅ
"S√£o Jo√£o de Meriti, Brasil"
out here nigga 
Village Hidden In The Clouds
"Palm Springs, CA"
Niter√≥i
probably at a concert
ETX
"Rio de Janeiro, Brasil"
United States
"Maracan√£, setor sul"
OH
"Bartlett, TN"
"Atkins, AR"
Kanjeng is getting ahead ‚ô°
Detroit Michigan
Lincoln County  (Regular)
na sua 
Rome GA
Brasil
"san francisco, ca"
Where No Man Dare Go
"Jackson, OH"
"Kansas City, MO"
selangor
"Based in Connecticut, USA"
"Bellevue, WA"
"Charlottesville, VA"
"Rio de Janeiro, Brasil"
ATL
Alberta Ì†ºÌ∑®Ì†ºÌ∑¶
"Inhoa√≠ba, Rio de Janeiro"
"Sarasota, FL"
Chicago
"San Jose, Ca"
Em algum lugar 
Irec√™
"Garrettsville, OH"
"Montgomery, Alabama"
"Smyrna, GA"
"Montgomery, AL"
"Albany, GA"
United States
Aland Islands
"North Las Vegas, NV"
"Foz do Igua√ßu, Brasil"
Brasil
"Rio de Janeiro, Brazil"
"Illinois, USA"
"Tulsa, OK"
Rio de Janeiro
"Duque de Caxias, Brasil"
Los Angeles
New York City
Southern CA
Side Antalya Turkey
"Ipatinga, Brasil"
New Zealand
"Berkeley, CA"
"Ayacucho, Peru"
Purple Tube of Consciousness
"California, USA"
HEAVEN
"Arlington, TX"
"Boston, MA"
"Athens, GA"
"New Bedford, MA"
"California, USA"
"Dallas, TX"
"Brooklyn, NY via Carolina, PR"
United States
"Texas, USA"
"Levittown, Bucks County, PA"
INDIANA
Florida
"South Carolina, USA"
"New York, USA"
veneza
Rio de Janeiro / BR
"South Carolina, USA"
"Rio Grande do Sul, Brazil"
Middle Earth
Makassar/Pinrang
The Swish Alps
Georgia
"Vit√≥ria, Brasil"
[Ì†µÌ∏öÌ†µÌ∏óÌ†µÌ∏ï; Ì†µÌ∏îÌ†µÌ∏ö; Ì†µÌ∏îÌ†µÌ∏ù; Ì†µÌ∏âÌ†µÌ∏™]
indy Ì†ºÌºæ
"Rio de Janeiro, Brasil"
"ellicott city, md"
Eskhawini 
"Rio de Janeiro, Brazil"
Brasil
"Minot, ND"
"Morrison, IL"
"Florida, USA"
"Rio de Janeiro, Brasil "
"Connecticut, USA"
"Lubbock, TX"
"Chico, CA"
"Redding, CA"
"S√£o Paulo, SP"
"San Diego, CA"
Taiwan
pa
"Gahanna, OH"
California
"Los Alamitos, CA"
$ridin in my coupe$
"Waterloo, ON"
Home
Rio de Janeiro
"Miami Beach, FL, USA"
Tamucc‚öìÔ∏é
The Ravens Nest
"Pennsylvania, USA"
they/them
"Estero, FL"
"Woodland, CA"
Here 
Honeymoon √£ve.
"Texas, USA"
"Chicago, IL"
karachi
Unpaid Vaper and Advocate
"Atlanta, GA"
"Florida, USA"
United States
"Garrettsville, OH"
"New Albany, IN"
"Central Park, Manhattan"
"Rio de Janeiro, Brasil"
"San Antonio, Texas"
"Nova Igua√ßu, Brasil"
Makati
"Campo Grande, Brazil"
"Los Angeles, CA"
"Memphis, TN"
"Pendang,Kedah"
Posse-Petr√≥polis-RJ
"Des Moines, IA"
"Chicago, IL"
Lixoland
santa bruz
"Goodyear, AZ"
leave our solar system afterÌ†ΩÌ≤Ä
Florida
"Rio, Brazil"
Bahamas
USA
"Athens, Georgia"
"Naples, FL"
ravenclaw / libra / enfj-t
Philadelphia
"California, USA"
"New York City, United States"
Rio de Janeiro
The Fake Street From Seinfeld
ÂçÉËëâÁúå„ÄÄJP
Mississippi
rj/zo Ì†ºÌºÖ
Alice/Tahlequah
K Ì†ΩÌ≤ò
"Ojai, CA"
Where the Cookies Are
‚úàÔ∏è‚úàÔ∏è‚úàÔ∏è‚úàÔ∏è‚úàÔ∏è‚úàÔ∏è‚úàÔ∏è
"Savannah, GA"
"Surgoinsville, TN"
illinois
"California, USA"
"New Orleans, Louisiana, USA"
Nova Igua√ßu
Monachopsis
"Lafayette, IN"
"Linden, NJ"
New York City
Virginia
he/they ‚Ä¢ curiouscat.me/divinacommediia 
"Canberra, ACT"
Metropolitana de Santiago
Johannesburg/ Pretoria
"Apple Valley, CA"
Universe-ity
Brazil
"Mount Vernon, OH"
"Atlanta, GA"
"austin, texas"
"Montgomery, AL"
"Houston, TX"
"Minnesota, USA"
BANDUNG
"Niter√≥i, Brasil"
United States
"Av.Central, Niter√≥i"
United States
"Memphis, TN"
"Mankato, MN"
Florian√≥polis - SC
"Rio de Janeiro, Brasil"
Vegas without the Las
"Chicago,IL"
"Atlanta, GA"
"Port Hueneme, CA"
"Marshall, MN"
Infinity and beyond
"Proud, loud Philly native"
"Esp√≠rito Santo, Brasil"
"Seneca, KS"
Snowy USA
Praia do Sonho/SC - Blumenau/SC
Dominican Republic
"Campo Grande, Rio de Janeiro"
United States
"Iraj√°, Rio de Janeiro"
United States
"Cascadura, Rio de Janeiro"
"San Francisco, CA"
"Arlington, VA"
"Miami, Florida "
Rio de janeiro
"Boca Raton, FL"
"Moore, OK"
casa do carai
HI‚úàÔ∏èAZ
"Charlottetown, PEI"
"Bras√≠lia, Brazil"
"Nashville, TN"
"Bethesda, MD"
Nashville TN
"Austin, TX"
"LV, NV"
"Miramichi, New Brunswick, CAN"
"Woodlawn, MD"
"Reno, NV"
"New York, NY"
"Always ""here"", 'cause I can't be there"
"Calgary, Alberta"
Porto Alegre
ATL
"Bodrum, T√ºrkiye"
United States
"West Orange, NJ"
"Wisconsin, USA"
she/her
"Boston, Massachusetts,  USA"
Brasil
‚òï above water ‚òî
JonghyunÌ†ºÌºπ
"Greenville, SC"
"Saint Louis, MO"
"Por aqui, por ali"
"Seattle, WA"
S√£o Paulo - Brasil
Twin Cities
R‚Äôlyeh
The Peg
Unknown
"Boca Raton, FL"
"Albuquerque, NM"
En el cora de mi Dogesita Ì†ΩÌ≤ïÌ†ΩÌ∏ç
"Pawleys Island, SC"
Brazil
USA
"California, USA"
"Santa Rosa, Niter√≥i"
Salvador
"New Jersey, USA"
Auckland New Zealand
Sunshine Coast BC
"Tennessee, USA"
DC Area
"Benfica, Rio de Janeiro"
"Paci√™ncia, Rio de Janeiro"
"Dirty, Jersey"
indio
"Memphis, TN"
"Rio de Janeiro, Brasil"
"Santa Monica, CA"
The Tar Heel State
"Florida, USA"
USA 
Sabah
"Florida, USA"
"Georgia, USA"
A special place
"Louisville, KY"
Manhattan
"Columbia, South Carolina"
"Icara√≠, nikity"
"South Dakota, USA"
"Indianapolis, IN"
"Staten Island, NY"
Brasil
pimpin w/ Mama Dee & ZZ
Georgia
"Oklahoma City, OK"
"Texas, USA"
"Rio de Janeiro, Brazil"
